System,Date,Time,TargetTemp,ActualTemp,SystemAge,BuildingID
1,6/5/2013,13:43:51,70,57,16,16
1,6/27/2013,9:00:01,65,63,20,14
1,6/25/2013,7:00:01,65,58,21,18
1,6/28/2013,6:00:01,65,77,21,15
1,6/21/2013,22:45:56,68,76,29,3
1,6/2/2013,0:00:01,66,61,14,18
1,6/1/2013,5:13:19,65,61,23,8
1,6/10/2013,22:00:01,70,75,5,15
1,6/11/2013,2:13:20,66,77,21,15
1,6/20/2013,2:13:20,68,62,11,18
1,6/14/2013,20:43:51,67,62,9,6
1,6/4/2013,17:43:51,66,80,8,17
1,6/22/2013,23:00:01,66,77,2,8
1,6/12/2013,22:13:20,65,76,9,7
1,6/25/2013,13:13:19,68,56,18,10
1,6/4/2013,4:13:20,68,63,19,3
1,6/17/2013,3:13:20,68,77,25,11
1,6/18/2013,4:13:20,70,61,19,8
1,6/18/2013,9:13:20,66,79,27,7
1,6/26/2013,14:13:19,70,65,9,13
1,6/30/2013,13:43:51,67,73,20,15
1,6/16/2013,0:13:19,65,64,8,11
1,6/10/2013,10:13:20,67,59,26,15
1,6/29/2013,12:43:51,69,65,30,16
1,6/17/2013,13:45:56,70,65,28,15
1,6/16/2013,17:45:56,67,55,9,5
1,6/8/2013,15:13:20,67,55,5,5
1,6/30/2013,7:13:19,65,56,7,1
1,6/10/2013,17:13:20,67,62,16,17
1,6/22/2013,10:13:19,67,72,22,17
1,6/30/2013,16:33:07,68,69,27,12
1,6/29/2013,9:43:51,65,71,28,12
1,6/14/2013,6:43:51,69,78,8,1
1,6/18/2013,5:13:20,70,62,29,17
1,6/26/2013,11:00:01,65,59,7,19
1,6/12/2013,16:13:19,68,61,5,12
1,6/11/2013,13:33:07,70,80,26,20
1,6/7/2013,21:13:19,66,62,27,1
1,6/9/2013,12:13:20,66,67,28,5
1,6/29/2013,19:43:51,66,68,18,7
1,6/29/2013,6:13:20,66,58,30,11
1,6/26/2013,20:00:01,69,65,18,15
1,6/1/2013,21:33:07,69,57,28,17
1,6/26/2013,19:13:20,68,58,22,14
1,6/19/2013,6:43:51,65,76,6,14
1,6/27/2013,6:13:20,65,61,15,11
1,6/15/2013,9:00:01,66,62,3,12
1,6/15/2013,12:45:56,65,68,9,12
1,6/18/2013,13:13:19,65,71,13,11
1,6/20/2013,3:33:07,65,79,13,4
1,6/14/2013,1:43:51,70,76,6,10
1,6/25/2013,9:13:20,68,70,1,18
1,6/19/2013,21:33:07,65,60,6,6
1,6/13/2013,8:33:07,66,69,5,20
1,6/7/2013,18:13:19,68,75,23,4
1,6/9/2013,18:13:20,65,79,3,4
1,6/4/2013,2:13:20,65,79,1,13
1,6/13/2013,4:13:20,68,66,17,16
1,6/24/2013,3:13:19,65,80,10,13
1,6/20/2013,11:13:20,69,64,23,2
1,6/24/2013,2:00:01,70,74,1,1
1,6/12/2013,16:33:07,68,77,10,7
1,6/1/2013,21:43:51,67,70,26,17
1,6/15/2013,14:43:51,67,63,19,8
1,6/26/2013,1:13:19,67,71,6,8
1,6/30/2013,16:45:56,69,62,20,4
1,6/15/2013,22:13:20,68,59,23,6
1,6/25/2013,1:43:51,69,60,7,7
1,6/10/2013,17:13:19,66,64,15,19
1,6/4/2013,9:13:19,65,56,6,5
1,6/11/2013,6:13:19,67,79,11,6
1,6/9/2013,5:13:20,70,60,19,14
1,6/28/2013,5:13:20,65,58,23,13
1,6/16/2013,17:00:01,66,78,26,8
1,6/7/2013,0:13:20,65,73,8,8
1,6/21/2013,18:13:19,66,67,19,1
1,6/8/2013,1:13:20,70,59,24,17
1,6/4/2013,9:13:19,67,69,5,9
1,6/18/2013,1:33:07,66,68,24,3
1,6/25/2013,11:13:19,70,63,15,17
1,6/2/2013,5:43:51,66,57,28,2
1,6/27/2013,20:13:19,68,71,5,2
1,6/29/2013,0:43:51,70,58,26,2
1,6/3/2013,23:33:07,66,60,15,18
1,6/20/2013,19:00:01,66,67,10,15
1,6/12/2013,10:13:19,66,58,9,18
1,6/19/2013,20:43:51,67,76,22,12
1,6/4/2013,15:13:19,67,60,30,13
1,6/1/2013,2:43:51,69,77,19,18
1,6/28/2013,12:13:19,70,55,19,14
1,6/3/2013,12:13:19,69,73,16,12
1,6/29/2013,13:13:19,68,63,25,11
1,6/13/2013,3:33:07,65,57,19,2
1,6/13/2013,2:13:20,70,74,6,16
1,6/18/2013,23:00:01,67,76,6,2
1,6/14/2013,11:33:07,65,79,23,10
1,6/23/2013,12:00:01,67,71,7,13
1,6/21/2013,8:13:20,69,55,8,14
1,6/4/2013,12:00:01,66,74,1,7
1,6/20/2013,12:00:01,67,66,6,17
1,6/9/2013,23:13:19,68,55,24,3
1,6/25/2013,10:43:51,70,79,18,1
1,6/24/2013,9:43:51,66,70,9,1
1,6/5/2013,2:33:07,69,56,13,20
1,6/13/2013,10:33:07,67,60,14,19
1,6/19/2013,20:00:01,65,80,6,14
1,6/22/2013,12:33:07,68,75,25,16
1,6/6/2013,17:43:51,67,79,9,10
1,6/13/2013,12:33:07,70,76,4,5
1,6/28/2013,3:13:20,67,56,19,7
1,6/6/2013,4:13:19,69,78,12,13
1,6/18/2013,20:33:07,66,76,28,14
1,6/11/2013,21:45:56,69,71,16,10
1,6/18/2013,23:13:19,66,75,13,12
1,6/5/2013,1:13:20,69,71,9,11
1,6/4/2013,23:00:01,69,59,1,17
1,6/22/2013,20:13:20,68,70,28,12
1,6/18/2013,11:33:07,69,64,9,13
1,6/12/2013,11:33:07,65,66,27,19
1,6/1/2013,14:33:07,67,70,7,13
1,6/4/2013,4:13:19,65,64,11,14
1,6/8/2013,3:33:07,68,59,25,15
1,6/2/2013,15:33:07,70,58,16,6
1,6/10/2013,18:00:01,66,71,24,7
1,6/17/2013,1:13:19,67,61,8,13
1,6/28/2013,19:13:20,68,72,21,19
1,6/20/2013,12:45:56,67,58,3,15
1,6/16/2013,15:33:07,70,66,5,19
1,6/19/2013,3:13:19,69,72,4,7
1,6/25/2013,3:00:01,69,56,7,2
1,6/4/2013,13:13:19,70,64,29,7
1,6/10/2013,4:00:01,68,62,22,13
1,6/12/2013,12:13:19,66,77,12,11
1,6/20/2013,19:33:07,68,63,22,20
1,6/22/2013,13:13:20,66,75,8,4
1,6/14/2013,11:33:07,67,62,4,4
1,6/26/2013,15:13:20,65,76,24,2
1,6/9/2013,11:33:07,66,62,14,8
1,6/8/2013,1:13:20,70,59,27,11
1,6/18/2013,3:33:07,65,66,24,11
1,6/18/2013,19:43:51,65,71,6,11
1,6/6/2013,9:45:56,68,78,12,14
1,6/27/2013,19:43:51,70,72,7,17
1,6/21/2013,6:33:07,69,77,10,14
1,6/13/2013,0:13:20,65,77,9,9
1,6/21/2013,15:00:01,70,60,19,16
1,6/1/2013,16:45:56,68,69,6,1
1,6/12/2013,21:13:20,68,74,30,13
1,6/11/2013,18:13:19,68,58,29,4
1,6/29/2013,1:33:07,65,66,26,10
1,6/23/2013,10:00:01,65,64,8,16
1,6/12/2013,21:33:07,70,62,10,17
1,6/29/2013,14:33:07,69,76,18,10
1,6/21/2013,21:13:19,69,60,8,18
1,6/25/2013,15:43:51,66,69,25,5
1,6/17/2013,22:13:20,66,76,14,20
1,6/30/2013,11:13:19,69,66,5,20
1,6/20/2013,10:43:51,69,61,7,20
1,6/19/2013,15:00:01,66,75,20,10
1,6/16/2013,23:13:19,67,59,9,20
1,6/8/2013,10:33:07,67,73,9,2
1,6/23/2013,4:13:19,66,63,7,12
1,6/11/2013,5:00:01,67,58,12,7
1,6/8/2013,9:43:51,66,76,10,2
1,6/30/2013,17:13:20,68,57,7,8
1,6/23/2013,3:13:20,70,74,4,1
1,6/8/2013,13:13:20,65,73,30,14
1,6/9/2013,13:45:56,65,63,22,7
1,6/20/2013,2:13:20,70,72,21,11
1,6/19/2013,8:45:56,66,70,13,13
1,6/25/2013,12:13:20,69,62,3,1
1,6/24/2013,11:13:20,69,60,12,5
1,6/23/2013,10:13:20,65,61,1,12
1,6/18/2013,18:13:19,67,77,21,7
1,6/17/2013,18:43:51,65,68,26,6
1,6/2/2013,5:45:56,69,78,2,11
1,6/3/2013,2:33:07,67,69,15,12
1,6/15/2013,21:43:51,67,61,20,4
1,6/29/2013,8:45:56,68,69,18,10
1,6/13/2013,17:33:07,66,56,22,9
1,6/21/2013,19:45:56,68,69,10,9
1,6/16/2013,1:00:01,65,55,5,11
1,6/25/2013,3:43:51,65,72,5,7
1,6/2/2013,3:00:01,67,75,9,16
1,6/17/2013,11:00:01,69,57,28,8
1,6/11/2013,1:43:51,67,57,28,16
1,6/21/2013,1:13:20,65,71,27,11
1,6/18/2013,12:00:01,70,75,1,14
1,6/5/2013,15:00:01,65,78,15,12
1,6/24/2013,4:13:20,70,71,2,11
1,6/4/2013,11:13:19,69,75,17,20
1,6/25/2013,10:43:51,70,75,10,11
1,6/6/2013,13:13:19,70,69,14,8
1,6/29/2013,16:43:51,69,64,5,18
1,6/13/2013,18:13:19,69,77,18,4
1,6/2/2013,9:13:20,70,60,11,19
1,6/11/2013,4:13:20,67,59,23,6
1,6/6/2013,23:43:51,66,68,30,14
1,6/5/2013,9:43:51,66,55,18,13
1,6/27/2013,20:13:20,70,66,22,3
1,6/14/2013,17:43:51,68,73,22,4
1,6/8/2013,1:13:19,70,60,3,1
1,6/6/2013,17:13:19,67,59,16,13
1,6/11/2013,2:45:56,69,57,17,9
1,6/10/2013,21:13:19,65,60,15,9
1,6/28/2013,6:43:51,66,57,24,5
1,6/28/2013,7:13:20,70,80,24,20
1,6/16/2013,14:13:20,68,75,7,2
1,6/1/2013,4:00:01,69,73,8,7
1,6/28/2013,2:43:51,65,57,26,20
1,6/26/2013,4:43:51,68,74,3,19
1,6/18/2013,16:13:19,65,56,19,4
2,6/15/2013,11:00:01,70,64,10,4
2,6/9/2013,19:13:20,66,73,27,8
2,6/21/2013,21:13:19,70,74,6,14
2,6/19/2013,15:45:56,66,65,7,19
2,6/3/2013,16:43:51,69,74,29,6
2,6/20/2013,16:45:56,65,73,23,17
2,6/2/2013,23:13:20,65,70,29,6
2,6/13/2013,23:13:20,69,75,3,11
2,6/2/2013,0:13:19,70,74,27,7
2,6/18/2013,14:00:01,68,61,26,20
2,6/21/2013,0:13:19,65,71,13,18
2,6/25/2013,23:13:20,66,75,13,13
2,6/8/2013,7:33:07,65,64,16,15
2,6/3/2013,5:33:07,65,62,12,19
2,6/16/2013,20:43:51,66,77,23,16
2,6/26/2013,18:43:51,66,75,23,20
2,6/1/2013,1:13:20,68,69,21,15
2,6/19/2013,17:00:01,66,65,1,6
2,6/6/2013,8:33:07,68,70,4,16
2,6/14/2013,16:45:56,67,66,20,16
2,6/24/2013,2:45:56,69,63,15,3
2,6/23/2013,12:13:20,66,80,9,6
2,6/29/2013,0:00:01,70,60,7,15
2,6/30/2013,3:13:20,67,68,30,3
2,6/22/2013,22:45:56,65,76,23,3
2,6/25/2013,3:45:56,70,66,11,11
2,6/26/2013,2:43:51,68,75,8,4
2,6/2/2013,8:43:51,68,70,2,20
2,6/30/2013,2:45:56,69,67,12,12
2,6/27/2013,16:13:20,69,59,4,18
2,6/5/2013,7:13:19,69,78,7,20
2,6/11/2013,22:13:19,70,68,21,6
2,6/7/2013,4:43:51,70,76,21,14
2,6/19/2013,12:13:20,68,65,30,3
2,6/6/2013,17:13:19,69,57,28,1
2,6/28/2013,19:13:19,66,75,22,13
2,6/17/2013,19:33:07,67,60,23,5
2,6/6/2013,16:13:20,68,60,5,15
2,6/8/2013,19:13:19,69,66,22,9
2,6/2/2013,8:45:56,69,73,27,6
2,6/15/2013,18:13:20,68,69,14,12
2,6/30/2013,19:13:20,68,64,21,6
2,6/1/2013,11:13:20,68,62,14,19
2,6/28/2013,18:33:07,70,64,12,15
2,6/18/2013,22:43:51,68,78,4,6
2,6/14/2013,16:13:19,70,72,8,18
2,6/5/2013,9:13:19,65,80,4,16
2,6/16/2013,13:33:07,66,80,29,15
2,6/8/2013,1:13:20,69,69,2,14
2,6/20/2013,23:00:01,67,55,26,1
2,6/11/2013,1:45:56,66,61,21,20
2,6/8/2013,6:13:20,67,73,18,15
2,6/20/2013,10:43:51,65,79,13,1
2,6/4/2013,22:33:07,66,69,4,19
2,6/28/2013,2:33:07,65,74,4,16
2,6/27/2013,17:33:07,66,70,4,8
2,6/4/2013,1:43:51,70,64,6,8
2,6/28/2013,21:13:20,69,58,8,12
2,6/6/2013,3:43:51,68,73,10,5
2,6/8/2013,20:45:56,69,61,20,10
2,6/16/2013,20:43:51,69,77,3,11
2,6/22/2013,12:33:07,65,77,30,4
2,6/8/2013,2:45:56,65,55,14,3
2,6/27/2013,14:43:51,68,68,8,16
2,6/21/2013,15:00:01,65,72,30,11
2,6/17/2013,15:13:20,69,62,14,20
2,6/10/2013,7:43:51,66,70,1,16
2,6/28/2013,10:45:56,67,79,11,3
2,6/7/2013,15:43:51,69,80,13,13
2,6/3/2013,1:45:56,69,61,12,10
2,6/16/2013,0:13:19,69,74,22,12
2,6/6/2013,23:43:51,66,78,9,2
2,6/15/2013,3:33:07,68,60,11,15
2,6/6/2013,21:43:51,70,60,7,18
2,6/18/2013,6:45:56,67,57,2,16
2,6/22/2013,13:13:19,65,69,9,10
2,6/25/2013,23:45:56,69,69,27,8
2,6/9/2013,7:13:19,67,65,7,18
2,6/26/2013,20:00:01,69,70,5,16
2,6/25/2013,6:13:19,68,77,10,13
2,6/11/2013,13:13:19,67,75,22,18
2,6/16/2013,4:33:07,67,69,17,20
2,6/14/2013,21:45:56,70,76,22,2
2,6/22/2013,20:13:19,69,77,15,3
2,6/4/2013,15:13:19,67,78,16,3
2,6/18/2013,12:45:56,68,76,9,2
2,6/29/2013,1:13:19,68,73,30,15
2,6/6/2013,9:00:01,69,80,11,19
2,6/20/2013,10:45:56,66,74,19,4
2,6/8/2013,16:43:51,67,70,7,20
2,6/23/2013,13:45:56,69,73,4,6
2,6/5/2013,13:43:51,65,63,27,5
2,6/21/2013,1:00:01,68,66,26,20
2,6/22/2013,10:33:07,67,74,22,19
2,6/6/2013,18:13:20,66,62,5,13
2,6/19/2013,18:33:07,66,55,28,19
2,6/30/2013,1:00:01,69,57,27,19
2,6/14/2013,13:33:07,65,56,20,8
2,6/28/2013,14:33:07,70,78,4,2
2,6/19/2013,0:13:19,70,56,20,14
2,6/3/2013,16:45:56,70,73,3,11
2,6/29/2013,3:33:07,66,56,28,20
2,6/7/2013,12:45:56,68,78,24,19
2,6/6/2013,22:33:07,68,65,22,7
2,6/25/2013,17:00:01,68,74,22,18
2,6/10/2013,10:13:19,68,55,1,5
2,6/12/2013,4:00:01,67,55,6,11
2,6/11/2013,11:13:19,66,60,3,2
2,6/14/2013,8:43:51,65,60,8,4
2,6/17/2013,17:13:19,66,74,23,11
2,6/4/2013,22:13:19,69,62,19,18
2,6/24/2013,10:33:07,67,76,13,8
2,6/6/2013,12:43:51,66,77,16,12
2,6/1/2013,19:13:19,67,65,13,16
2,6/23/2013,4:13:19,67,74,24,9
2,6/27/2013,5:45:56,70,71,7,3
2,6/18/2013,0:13:20,68,79,25,8
2,6/11/2013,7:45:56,69,57,2,5
2,6/5/2013,20:00:01,69,74,10,7
2,6/17/2013,16:33:07,69,60,18,6
2,6/9/2013,11:33:07,69,55,7,6
2,6/14/2013,0:13:20,65,63,28,13
2,6/25/2013,17:00:01,70,75,14,4
2,6/19/2013,5:33:07,66,57,21,5
2,6/22/2013,14:43:51,67,76,12,2
2,6/1/2013,23:00:01,67,56,13,2
2,6/26/2013,5:33:07,68,69,25,7
2,6/8/2013,6:00:01,68,63,14,9
2,6/10/2013,3:13:20,70,55,18,20
2,6/15/2013,20:45:56,67,69,10,15
2,6/27/2013,13:13:19,69,80,9,12
2,6/13/2013,19:33:07,70,68,10,3
2,6/7/2013,5:13:20,69,80,13,16
2,6/28/2013,9:45:56,65,59,8,1
2,6/21/2013,8:43:51,70,79,15,10
2,6/8/2013,17:13:19,67,60,28,9
2,6/14/2013,1:45:56,65,63,5,12
2,6/7/2013,16:13:19,67,55,26,6
2,6/7/2013,0:13:20,67,80,12,2
2,6/5/2013,14:13:19,65,64,2,5
2,6/30/2013,6:33:07,69,59,29,16
2,6/29/2013,15:13:19,65,66,22,7
2,6/9/2013,12:13:20,69,68,2,13
2,6/23/2013,23:13:20,66,70,21,19
2,6/3/2013,6:00:01,65,56,5,3
2,6/16/2013,14:13:19,67,69,17,1
2,6/17/2013,9:45:56,69,79,5,13
2,6/1/2013,23:43:51,68,59,24,12
2,6/2/2013,22:43:51,66,80,6,4
2,6/2/2013,18:13:19,65,58,7,10
2,6/29/2013,22:13:20,70,64,12,19
2,6/27/2013,8:13:19,66,65,12,2
2,6/13/2013,22:13:19,69,66,21,7
2,6/2/2013,21:13:20,68,57,9,7
2,6/22/2013,1:33:07,66,60,3,5
2,6/11/2013,10:00:01,70,65,5,9
2,6/26/2013,9:43:51,67,70,1,6
2,6/4/2013,13:13:19,70,80,11,11
2,6/24/2013,9:45:56,68,63,4,10
2,6/19/2013,18:00:01,68,66,27,2
2,6/25/2013,10:45:56,65,64,29,12
2,6/21/2013,20:00:01,65,74,1,9
2,6/7/2013,8:45:56,68,63,1,9
2,6/22/2013,7:43:51,67,67,28,19
2,6/24/2013,23:00:01,69,79,22,2
2,6/19/2013,16:13:19,69,60,20,13
2,6/16/2013,13:13:19,70,78,21,19
2,6/1/2013,6:13:19,69,72,3,16
2,6/9/2013,10:45:56,65,71,29,2
2,6/27/2013,12:43:51,68,70,20,6
2,6/21/2013,6:43:51,66,63,1,20
2,6/23/2013,18:13:19,66,69,22,15
2,6/4/2013,3:00:01,68,69,6,14
2,6/14/2013,17:45:56,69,68,2,8
2,6/21/2013,6:45:56,67,58,17,20
2,6/3/2013,20:13:20,69,67,2,11
2,6/22/2013,1:45:56,69,80,1,9
2,6/16/2013,17:43:51,69,70,28,9
2,6/28/2013,7:13:20,69,57,1,18
2,6/16/2013,4:33:07,70,57,19,7
2,6/29/2013,19:43:51,67,59,21,2
2,6/22/2013,9:00:01,66,78,11,5
2,6/13/2013,16:43:51,67,72,13,19
2,6/8/2013,3:45:56,67,56,7,6
2,6/9/2013,4:45:56,68,61,12,13
2,6/12/2013,15:43:51,70,77,3,3
2,6/3/2013,23:43:51,70,71,15,3
2,6/6/2013,2:13:20,69,65,30,3
2,6/25/2013,20:45:56,70,80,29,3
2,6/7/2013,12:13:19,66,69,15,13
2,6/28/2013,13:45:56,69,68,10,5
2,6/30/2013,15:45:56,66,66,7,9
2,6/30/2013,0:13:20,65,59,12,16
2,6/5/2013,3:45:56,65,63,29,6
2,6/2/2013,0:45:56,66,78,25,5
2,6/5/2013,7:33:07,69,71,9,17
2,6/9/2013,22:43:51,67,78,10,4
